finding,addr,entry_or_via,glyphs,n,sample
interior-target,08071768,080716FE,,,男：{n}……彼女は…君の……なのだ{WAIT}{n}{PAGE}…彼女に　ふさ
interior-target,080717AE,080716FE,,,男：{n}……彼女は…君の……なのだ{WAIT}{n}{PAGE}…彼女に　ふさ
interior-target,080717D0,080716FE,,,男：{n}……彼女は…君の……なのだ{WAIT}{n}{PAGE}…彼女に　ふさ
interior-target,08071924,08071890,,,声：{n}……もし……この通信を……{n}……受取っていたら……{n}こちら……
interior-target,08071948,08071890,,,声：{n}……もし……この通信を……{n}……受取っていたら……{n}こちら……
interior-target,08071958,08071890,,,声：{n}……もし……この通信を……{n}……受取っていたら……{n}こちら……
interior-target,0807199C,08071890,,,声：{n}……もし……この通信を……{n}……受取っていたら……{n}こちら……
interior-target,080719BE,08071890,,,声：{n}……もし……この通信を……{n}……受取っていたら……{n}こちら……
interior-target,08071B06,08071AC4,,,男：{n}……彼は　君によくにている……{n}力も　ほとんど　同じ……{WAIT
interior-target,08071B34,08071AC4,,,男：{n}……彼は　君によくにている……{n}力も　ほとんど　同じ……{WAIT
interior-target,08071B42,08071AC4,,,男：{n}……彼は　君によくにている……{n}力も　ほとんど　同じ……{WAIT
interior-target,08071BA6,08071AC4,,,男：{n}……彼は　君によくにている……{n}力も　ほとんど　同じ……{WAIT
interior-target,08071BC8,08071AC4,,,男：{n}……彼は　君によくにている……{n}力も　ほとんど　同じ……{WAIT
interior-target,08071D1C,08071C72,,,男：{n}あんたを　探してるヤツがいたぜ{n}どんなヤツかって言うと……{WAI
interior-target,08071D50,08071C72,,,男：{n}あんたを　探してるヤツがいたぜ{n}どんなヤツかって言うと……{WAI
interior-target,08071D5E,08071C72,,,男：{n}あんたを　探してるヤツがいたぜ{n}どんなヤツかって言うと……{WAI
interior-target,08071DAC,08071C72,,,男：{n}あんたを　探してるヤツがいたぜ{n}どんなヤツかって言うと……{WAI
interior-target,08071DCE,08071C72,,,男：{n}あんたを　探してるヤツがいたぜ{n}どんなヤツかって言うと……{WAI
interior-target,080722BA,080721B8,,,占い師：{n}そなたの迷い　悩みを{n}打ちはらい　正しき道へと{n}導いてしん
interior-target,080722BE,080721B8,,,占い師：{n}そなたの迷い　悩みを{n}打ちはらい　正しき道へと{n}導いてしん
interior-target,08072304,080721B8,,,占い師：{n}そなたの迷い　悩みを{n}打ちはらい　正しき道へと{n}導いてしん
interior-target,08072334,08072336,,,その名前ではないはずだ{WAIT}{PAGE}{=0f03}<22BE>句{PA
interior-target,08072356,08072336,,,その名前ではないはずだ{WAIT}{PAGE}{=0f03}<22BE>句{PA
interior-target,080723E2,08072336,,,その名前ではないはずだ{WAIT}{PAGE}{=0f03}<22BE>句{PA
interior-target,08072430,08072336,,,その名前ではないはずだ{WAIT}{PAGE}{=0f03}<22BE>句{PA
interior-target,0807248A,0807248C,,,女の声：{n}これこれ　そこを通りし若者よ{n}こちらじゃ{n}そなたの左手の方
interior-target,080724DE,0807248C,,,女の声：{n}これこれ　そこを通りし若者よ{n}こちらじゃ{n}そなたの左手の方
interior-target,0807282C,0807276E,,,男の声：{n}……起きろ！{WAIT}{PAGE}{=0303}<0074>{=
interior-target,08072B6E,0807276E,,,男の声：{n}……起きろ！{WAIT}{PAGE}{=0303}<0074>{=
interior-target,08072B7C,0807276E,,,男の声：{n}……起きろ！{WAIT}{PAGE}{=0303}<0074>{=
interior-target,08072B84,0807276E,,,男の声：{n}……起きろ！{WAIT}{PAGE}{=0303}<0074>{=
interior-target,08072C40,0807276E,,,男の声：{n}……起きろ！{WAIT}{PAGE}{=0303}<0074>{=
interior-target,08072D3C,08072C7C,,,岡本：{n}体を休めるのも{n}大事なトレーニング　だからな{n}ゆっくりしてつ
interior-target,08072D86,08072C7C,,,岡本：{n}体を休めるのも{n}大事なトレーニング　だからな{n}ゆっくりしてつ
interior-target,08072D9C,08072C7C,,,岡本：{n}体を休めるのも{n}大事なトレーニング　だからな{n}ゆっくりしてつ
interior-target,08072E40,08072E42,,,岡本：{n}これを　持っていけ{n}街のヴァーチャル・バトラーで{n}少し腕を　
interior-target,08072EC8,08072ECA,,,岡本：{n}何？　遊びに行きたいだぁ？{=1503}{WAIT}{PAGE}{=
interior-target,08072F40,08072ECA,,,岡本：{n}何？　遊びに行きたいだぁ？{=1503}{WAIT}{PAGE}{=
interior-target,0807300C,08072ECA,,,岡本：{n}何？　遊びに行きたいだぁ？{=1503}{WAIT}{PAGE}{=
interior-target,08073124,08072ECA,,,岡本：{n}何？　遊びに行きたいだぁ？{=1503}{WAIT}{PAGE}{=
interior-target,080732EA,08073238,,,ようし　ホーク{n}用意はいいな……{n}さあ　始めろ！{WAIT}{=3304
interior-target,080732F8,08073238,,,ようし　ホーク{n}用意はいいな……{n}さあ　始めろ！{WAIT}{=3304
interior-target,08073300,08073238,,,ようし　ホーク{n}用意はいいな……{n}さあ　始めろ！{WAIT}{=3304
interior-target,0807335E,08073238,,,ようし　ホーク{n}用意はいいな……{n}さあ　始めろ！{WAIT}{=3304
interior-target,080734CC,080734EA,,,岡本：{n}いつまで　ブラブラしてやがる！{n}決勝戦の日は近いんだ！{n}早く
interior-target,080734DA,080734EA,,,岡本：{n}いつまで　ブラブラしてやがる！{n}決勝戦の日は近いんだ！{n}早く
interior-target,080734E2,080734EA,,,岡本：{n}いつまで　ブラブラしてやがる！{n}決勝戦の日は近いんだ！{n}早く
interior-target,08073542,080734EA,,,岡本：{n}いつまで　ブラブラしてやがる！{n}決勝戦の日は近いんだ！{n}早く
interior-target,080737E0,080737BC,,,ラグ：{n}いらっしゃい　よく来たねぇ{WAIT}{PAGE}用は何かな？{n}
interior-target,08073806,08073808,,,宝石探しは　満月に限るね{WAIT}
interior-target,08073824,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,0807389C,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,080738BC,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,080738EA,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,08073922,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,0807398A,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,080739AE,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,080739D2,08073826,,,アァそう{n}じゃ　どの宝石と　かえるの？{WAIT}{PAGE}{=4204}
interior-target,08073C3C,08073C40,,,神父：{n}メシア教会にようこそ{WAIT}{PAGE}何をなさいますか？{n}
interior-target,08073C5E,08073C40,,,神父：{n}メシア教会にようこそ{WAIT}{PAGE}何をなさいますか？{n}
interior-target,08073CAE,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073CE4,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073D08,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073D36,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073D50,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073D74,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073D7E,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073DAC,08073CB8,,,＞誰を　回復させるのか？{=c503}<3D36>句<4ABC>句<4AD8>句
interior-target,08073DD0,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08073DFC,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,0807402A,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08074882,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,080748D6,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,0807499C,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08074A86,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08074ABC,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08074AD8,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08074AF8,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08074B1E,08073DFE,,,神の御許　メシア教会へようこそ{WAIT}{PAGE}ここは神を信じるすべての方
interior-target,08074B44,08074B4E,,,＞誰の　呪いを解くのか？{=6303}<3D36>句{=0f03}<3C5E>句
interior-target,08074B72,08074B4E,,,＞誰の　呪いを解くのか？{=6303}<3D36>句{=0f03}<3C5E>句
interior-target,08074B98,08074B4E,,,＞誰の　呪いを解くのか？{=6303}<3D36>句{=0f03}<3C5E>句
interior-target,08074C08,08074C0C,,,司祭：{n}ここは　ガイア神殿{WAIT}{PAGE}何の用だ？{n}{=130
interior-target,08074C28,08074C0C,,,司祭：{n}ここは　ガイア神殿{WAIT}{PAGE}何の用だ？{n}{=130
interior-target,08074C70,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08074C9A,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08074E9C,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,080756B6,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075706,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,080757C8,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,080758AA,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,080758DE,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,080758F4,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075920,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075938,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,0807594E,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075958,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075982,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075998,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,080759CC,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,080759E6,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075A02,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075A22,08074C9C,,,我らガイア神殿の事を{n}お聞きか？{WAIT}{PAGE}ここは自由を尊ぶ人達
interior-target,08075A48,08075A52,,,＞誰の　呪いを解くのか？{=6303}<5920>句{=0f03}<4C28>句
interior-target,08075A76,08075A52,,,＞誰の　呪いを解くのか？{=6303}<5920>句{=0f03}<4C28>句
interior-target,08075A94,08075A52,,,＞誰の　呪いを解くのか？{=6303}<5920>句{=0f03}<4C28>句
interior-target,08075B72,08075A52,,,＞誰の　呪いを解くのか？{=6303}<5920>句{=0f03}<4C28>句
interior-target,08075BE8,08075BC4,,,マスター：{n}リペアガレージだよーん{WAIT}{PAGE}御用件をどーうぞー
interior-target,08075C38,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08075C62,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08075EA0,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,0807675A,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,080767B8,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076890,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,0807698A,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,080769C2,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,080769DC,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076A0C,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076A24,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076A3E,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076A48,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076A78,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076A92,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076ACC,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076AE8,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076B08,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076B22,08075C64,,,リペアガレージの事を{n}知りたいのー？{WAIT}{PAGE}ここはあらゆる人
interior-target,08076B48,08076B52,,,＞どなたの呪いを解きますかー？{=6303}<6A0C>句{=0f03}<5BE
interior-target,08076B7C,08076B52,,,＞どなたの呪いを解きますかー？{=6303}<6A0C>句{=0f03}<5BE
interior-target,08076C3C,08076B52,,,＞どなたの呪いを解きますかー？{=6303}<6A0C>句{=0f03}<5BE
interior-target,08076C86,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076CBA,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076CD2,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076CEE,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076D1A,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076D36,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076D62,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076D94,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076DCA,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076DE6,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076E06,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076E24,08076C90,,,＞誰を回復しますかー？{=c503}<6CBA>句<6DCA>句<6DE6>句{
interior-target,08076E46,08076E50,,,＞誰の呪いを解きますかー？{=6303}<6CBA>句{=0f03}<6ED2>
interior-target,08076E76,08076E50,,,＞誰の呪いを解きますかー？{=6303}<6CBA>句{=0f03}<6ED2>
interior-target,08076E9A,08076E50,,,＞誰の呪いを解きますかー？{=6303}<6CBA>句{=0f03}<6ED2>
interior-target,08076F80,08076ECA,,,\{=0f03}<6C3C>句{=0f03}<6C3C>句{=6803}・{=c
interior-target,08076FCA,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,08076FFE,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,08077016,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,08077032,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,0807705E,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,0807707A,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,080770A6,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,080770DE,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,08077114,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,08077132,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,0807714E,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,0807716E,08076FD4,,,＞誰を回復しますかー？{=c503}<6FFE>句<7132>句<714E>句{
interior-target,08077190,0807719A,,,＞誰の呪いを解きますかー？{=6303}<6FFE>句{=0f03}<72C2>
interior-target,080771C0,0807719A,,,＞誰の呪いを解きますかー？{=6303}<6FFE>句{=0f03}<72C2>
interior-target,080771E4,0807719A,,,＞誰の呪いを解きますかー？{=6303}<6FFE>句{=0f03}<72C2>
interior-target,0807728A,0807719A,,,＞誰の呪いを解きますかー？{=6303}<6FFE>句{=0f03}<72C2>
interior-target,08077338,080772BA,,,〜{=0f03}<6F80>句{=0f03}<6F80>句{=6803}：{=c
interior-target,08077382,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,080773B6,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,080773CE,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,080773EA,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,08077416,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,08077432,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,0807745E,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,08077490,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,080774C6,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,080774E4,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,08077500,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,08077520,0807738C,,,＞誰を回復しますかー？{=c503}<73B6>句<74E4>句<7500>句{
interior-target,08077542,0807754C,,,＞誰の呪いを解きますかー？{=6303}<73B6>句{=0f03}<75A0>
interior-target,08077572,0807754C,,,＞誰の呪いを解きますかー？{=6303}<73B6>句{=0f03}<75A0>
interior-target,0807763C,080775D2,,,FATMAN：{n}チャレンジするやつぁ{n}いねーか？{WAIT}{PAGE}
interior-target,0807766C,08077670,,,もう1人いねぇと{n}ゲームになんねぇな{n}この若いのに　付き合う奴ぁ{n}い
interior-target,0807780E,08077670,,,もう1人いねぇと{n}ゲームになんねぇな{n}この若いのに　付き合う奴ぁ{n}い
interior-target,080778CA,08077670,,,もう1人いねぇと{n}ゲームになんねぇな{n}この若いのに　付き合う奴ぁ{n}い
interior-target,080778D8,08077670,,,もう1人いねぇと{n}ゲームになんねぇな{n}この若いのに　付き合う奴ぁ{n}い
interior-target,080779D0,08077670,,,もう1人いねぇと{n}ゲームになんねぇな{n}この若いのに　付き合う奴ぁ{n}い
interior-target,080779F8,080779FC,,,あんたの仲魔を{n}1体出してもらい{n}対戦者にも{n}1体出してもらう{WA
interior-target,08077B74,080779FC,,,あんたの仲魔を{n}1体出してもらい{n}対戦者にも{n}1体出してもらう{WA
interior-target,08077C54,08077C6E,,,ジャンク屋：{n}……ちょっと　待ちな{n}せっかく　来たんだから{n}いい物や
interior-target,08077C64,08077C6E,,,ジャンク屋：{n}……ちょっと　待ちな{n}せっかく　来たんだから{n}いい物や
interior-target,08079F44,08079F48,,,TMTS：{n}{=2803}{n}ターミナルです{WAIT}{PAGE}御用件
interior-target,08079F8E,08079F90,,,またのご利用を{n}お待ちしております{WAIT}
interior-target,08079FB6,08079FB8,,,＞転送機能　使用不能{WAIT}{n}{=0f03}<9F44>句{=0c03}
interior-target,08079FD6,08079FB8,,,＞転送機能　使用不能{WAIT}{n}{=0f03}<9F44>句{=0c03}
interior-target,08079FDE,08079FB8,,,＞転送機能　使用不能{WAIT}{n}{=0f03}<9F44>句{=0c03}
interior-target,0807A042,08079FB8,,,＞転送機能　使用不能{WAIT}{n}{=0f03}<9F44>句{=0c03}
interior-target,0807A058,08079FB8,,,＞転送機能　使用不能{WAIT}{n}{=0f03}<9F44>句{=0c03}
interior-target,0807A062,08079FB8,,,＞転送機能　使用不能{WAIT}{n}{=0f03}<9F44>句{=0c03}
interior-target,0807A2D8,0807A2DC,,,TMTS：{n}{=2803}ターミナルです{WAIT}{PAGE}御用件をどう
interior-target,0807A31C,0807A31E,,,またのご利用を{n}お待ちしております{WAIT}
interior-target,0807A344,0807A34C,,,まだ続けますか？{n}{=0e03}<A36A>句{=0f03}<A2D8>句{
interior-target,0807A5D4,0807A5D8,,,TMTS：{n}{=2803}　ターミナルです{WAIT}{PAGE}御用件をど
interior-target,0807A620,0807A622,,,またのご利用を{n}お待ちしております{WAIT}
interior-target,0807A648,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A676,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A690,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A6AA,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A6C4,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A6EE,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A710,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A71A,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A724,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A728,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A72C,0807A650,,,どこに転送しますか？{=3f04}<A5D4>句<A676>句<A690>句<A
interior-target,0807A776,0807A778,,,またのご利用を{n}お待ちしております{WAIT}
interior-target,0807A79E,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A7CC,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A7F6,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A818,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A822,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A82C,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A830,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A834,0807A7A6,,,どこに転送しますか？{=3f04}<A72C>句<A676>句<A690>句<A
interior-target,0807A894,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807A8C4,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807A8F0,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807A912,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807A91C,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807A9AC,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807A9B6,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807A9BE,0807A89C,,,どこに転送しますか？{=2f04}{=3f04}<A834>句<A676>句<A
interior-target,0807AA1C,0807AA36,,,＞ティフェレトの門{n}カギ穴が　2つ付いている{WAIT}{=0c04}〆{=
interior-target,0807AAEA,0807AA36,,,＞ティフェレトの門{n}カギ穴が　2つ付いている{WAIT}{=0c04}〆{=
interior-target,0807AB14,0807AA36,,,＞ティフェレトの門{n}カギ穴が　2つ付いている{WAIT}{=0c04}〆{=
interior-target,0807AB3A,0807AB38,,,＞ティフェレトに　入りますか？{n}{=0e03}<AB64>句{=2904}<
interior-target,0807AB9E,0807AB72,,,＞ティフェレトの門は{n}閉ざされている{WAIT}{=0f03}<ABC8>句
interior-target,0807AD9C,0807ADA8,,,ルイ・サイファー：{n}{ALEPH}よ{n}今日は　君にお別れを{n}言いに来
interior-target,0807B18C,0807ADA8,,,ルイ・サイファー：{n}{ALEPH}よ{n}今日は　君にお別れを{n}言いに来
interior-target,0807B18E,0807ADA8,,,ルイ・サイファー：{n}{ALEPH}よ{n}今日は　君にお別れを{n}言いに来
interior-target,0807B6FC,0807B4C0,,,声：{n}ここを通らんとするは　何者ぞ{n}通らんとする者は{n}我が言葉を聞け
interior-target,0807B706,0807B4C0,,,声：{n}ここを通らんとするは　何者ぞ{n}通らんとする者は{n}我が言葉を聞け
interior-target,0807B70A,0807B4C0,,,声：{n}ここを通らんとするは　何者ぞ{n}通らんとする者は{n}我が言葉を聞け
interior-target,0807B7A8,0807B4C0,,,声：{n}ここを通らんとするは　何者ぞ{n}通らんとする者は{n}我が言葉を聞け
interior-target,0807B7B2,0807B4C0,,,声：{n}ここを通らんとするは　何者ぞ{n}通らんとする者は{n}我が言葉を聞け
interior-target,0807B858,0807B4C0,,,声：{n}ここを通らんとするは　何者ぞ{n}通らんとする者は{n}我が言葉を聞け
interior-target,0807B90C,0807B4C0,,,声：{n}ここを通らんとするは　何者ぞ{n}通らんとする者は{n}我が言葉を聞け
